Latitude,Longitude
253354489,854237067
253354800,854237867
253354778,854238222
253354956,854238400
253354756,854238933
253354600,854239467
253354978,854239200
253354889,854238933
253354467,854239200
253354178,854239378
253353511,854239467
253353067,854239378
253353178,854239467
253353311,854238933
253353311,854238400
253353267,854237956
253353444,854237333
253353933,854237067
253354489,854236800
253354578,854236800
253354933,854237600
253354711,854237867
253354867,854238400
253354733,854238400
253354578,854239289
253354022,854239467
253353489,854239111
253353800,854239467
253353689,854238844
253353644,854238222
253353822,854237689
253353667,854237511
253354289,854237156
253353867,854236800
253354156,854237422
253354311,854237867
253354489,854237867
253354244,854238756
253354178,854238933
253353956,854239644
253353689,854240000
253353800,854239644
253353733,854239378
253353733,854238667
253353778,854238222
253353911,854237689
253354044,854237333
253354222,854237333
253353911,854237067
253354089,854237511
253354089,854237956
253354067,854238489
253354089,854238933
253353844,854239822
253353244,854240711
253353044,854241244
253353044,854241422
253353044,854241600
253353244,854242044
253352778,854241867
253352689,854242044
253352689,854242133
253353067,854242133
253353822,854242133
253354222,854242133
253354556,854242222
253355000,854242400
253355511,854242400
253355933,854242489
253356356,854242489
253357067,854241600
253357356,854241956
253357000,854242400
253356467,854242489
253355978,854242133
253355511,854241867
253355000,854241778
253354622,854241689
253354044,854241689
253353511,854241778
253353044,854241600
253353333,854241333
253353244,854241600
253353489,854241422
253353711,854241511
253354111,854241600
253354689,854241511
253355067,854241511
253355511,854241511
253356000,854241600
253356600,854241778
253356733,854241600
253356378,854241600
253355711,854241689
253354978,854241778
253354978,854241867
253354467,854241600
253354089,854241244
253353556,854241422
253352911,854241067
253352644,854240356
253352489,854239822
253352644,854239378
253352511,854239111
253352378,854239378
253352289,854239200
253352311,854239022
253352378,854238667
253352489,854238133
253352422,854238222
253352489,854237867
253352667,854237511
253352733,854237156
253352733,854236711
253352778,854236000
253352644,854235378
253352667,854235556
253352467,854236711
253352622,854237156
253352644,854236533
253352644,854236533
253352756,854235644
253352978,854235378
253352800,854236622
253353000,854235911
253352533,854235556
253352133,854235467
253352400,854235111
253352156,854235111
253351867,854235556
253351711,854235556
253351444,854235378
253350822,854235556
253350489,854235289
253349756,854235111
253349378,854235022
253349067,854234667
253349044,854234844
253349800,854234844
253349356,854235022
253348889,854235022
253349156,854235111
253349244,854235200
253348733,854235467
253348711,854235289
253348511,854235733
253348667,854236356
253348844,854236800
253348756,854237422
253348756,854237689
253348644,854238133
253348644,854238133
253348356,854238400
253348378,854239111
253348578,854240000
253348689,854239556
253348511,854238311
253348400,854237867
253348644,854238578
253348778,854238844
253348933,854239467
253349000,854239022
253348978,854239022
253349200,854239644
253349000,854239644
253349244,854239822
253349600,854240089
253349867,854240000
253350422,854240089
253351067,854240000
253351356,854240000
253351667,854240178
253352156,854240178
253352467,854240267
253352778,854239733
253352822,854239200
253352778,854239644
253352289,854239467
253351711,854239822
253351489,854239822
253351422,854239556
253350933,854239467
253350067,854240000
253349756,854239733
253349333,854239733
253349156,854239733
253348933,854239911
253348911,854240000
253348800,854238933
253348800,854238933
253348667,854238222
253348711,854237867
253348778,854237422
253348933,854236889
253349044,854236178
253349333,854235822
253349156,854235644
253348867,854236089
253349356,854235556
253349356,854235467
253349200,854235644
253349689,854235644
253349889,854235733
253349867,854235733
253350111,854235911
253350267,854235733
253350444,854235911
253350911,854235911
253351267,854235644
253351556,854235733
253351800,854235911
253352244,854235644
253351956,854235822
253351844,854235911
253352133,854235911
253352244,854235822
253352556,854236178
253352911,854236711
253353156,854237778
253353156,854239022
253353378,854240000
253353556,854240178
253354444,854240622
253355667,854241600
253356200,854242044
253356400,854242311
253356533,854242578
253356756,854242933
253357089,854243822
253356822,854244267
253357000,854244978
253357133,854245067
253357133,854245067
253357133,854245067
253357133,854245067
253357133,854245067
253357133,854245067
253357022,854245244
253356711,854245511
253356711,854245511
253357000,854245689
253357244,854245867
253357711,854246133
253358067,854245956
253357756,854246222
253357533,854245333
253357267,854244622
253357444,854244622
253357600,854244356
253357400,854243733
253357400,854243733
253357111,854243733
253357111,854243733
253357000,854243378
253355933,854242667
253354756,854242133
253354356,854240533
253353600,854239467
253352778,854239200
253352778,854239200
253352733,854239378
253352644,854239200
253352200,854239289
253351600,854239556
253350933,854239644
253350578,854239644
253350578,854239644
253350267,854239644
253350000,854239733
253349867,854239467
253349600,854239644
253349089,854239467
253349333,854239467
253349467,854239378
253349467,854238933
253349422,854238311
253349378,854238044
253349467,854237600
253349511,854237244
253349556,854236356
253349689,854235911
253349200,854236178
253349289,854235733
253349778,854235911
253350489,854236000
253350800,854236000
253351244,854236000
253351822,854236178
253352133,854236089
253352067,854236178
253351400,854236178
253351511,854236622
253352111,854237156
253352356,854237422
253351844,854237067
253352111,854237333
253352400,854237778
253352333,854237867
253352378,854238489
253352267,854239111
253352222,854238933
253352644,854238844
253352200,854238844
253351533,854238933
253351156,854238667
253350711,854238756
253350178,854238756
253349689,854238844
253349400,854238578
253349644,854239022
253349733,854239111
253349711,854238400
253349756,854237956
253349822,854237689
253349867,854237333
253349733,854236711
253349867,854236000
253349622,854236356
253349644,854236178
253350400,854236178
253350667,854236267
253351133,854236178
253351311,854236444
253351689,854236622
253351889,854236711
253352022,854236178
253351778,854236444
253351911,854236978
253352044,854237422
253352022,854238133
253351956,854238667
253351822,854239022
253352133,854238578
253351756,854238578
253351489,854238756
253351133,854239022
253350800,854238933
253350200,854238844
253349778,854238578
253349289,854237867
253349089,854237422
253349311,854236711
253349200,854236800
253349844,854236978
253350400,854236800
253350956,854236800
253351622,854236800
253351444,854236978
